speaker,confidence,text,target,sentiment,category,summary
Unknown,0.0,마음 어때? 평감이요? 문자 오늘 보냈어 언니? 문자 보냈어 서로 근데 있을 때 보내라고 오지 않았어?,,neutral,unknown,"상대방의 마음을 묻고, 문자를 주고받았는지 확인하는 발언."
성해은,0.95,같이 있을 때? 너도 그랬어? 나는 그랬어. 서로 보냈어. 대면하고 있는데 문자 왔었거든?,정규민,neutral,situation,"성해은은 정규민과 함께 있을 때 서로 문자를 주고받았던 경험을 이야기하며, 대면하고 있는 상황에서도 문자가 왔었다고 언급한다."
Unknown,0.0,추억드립니다.,,neutral,none,과거의 기억이나 경험을 상기시켜주는 것을 제공하겠다는 의미로 해석될 수 있습니다.
Unknown,0.0,저한테 자랑하시더라고요.,,neutral,none,화자는 상대방이 자신에게 자랑했다고 언급하고 있다.
Unknown,0.0,회원님이 그리고 서로를 마주 보면 그걸 확인했다고 새로운 사람을 만나서 설레고 서로에게 호감도 분명 있었을 텐데 그 상황에서 서로를 마주 보며 속마음 문자를 보내고 속마음을 확인한다? 가까워지기에는 너무나 좋은 환경이죠.,,positive,general,"새로운 사람과의 만남에서 설렘과 호감을 느끼고, 서로의 속마음을 확인하는 상황이 관계 발전에 긍정적인 환경임을 언급."
Unknown,0.0,실제로는 많이 가까워진 것 같더라.,,neutral,observation,화자는 다른 사람들이 가까워진 것 같다고 언급하며 상황을 관찰하고 있다.
성해은,0.95,침대에 누워서 얘기하는데 그리고 규린이는 저한테 문자로 보낸 적이 없거든요.,,neutral,statement,규린이가 자신에게 문자를 보낸 적이 없다고 말함.
성해은,0.95,그러면 그 문자의 행방은 나연 씨인 게 너무 확실한 것 같아서 너무 아파요.,,negative,emotion_polarity,문자의 행방이 나연 씨인 것 같아서 아프다고 말함.
성해은,0.95,서로 보내고 있네 쓸 것 같아서.,,neutral,observation,누군가가 무언가를 쓰고 있는 상황을 관찰하고 언급함.
성해은,0.95,희두씨랑 데이트할 때도 저는 규민이한테 보냈잖아요. 근데 나연씨가 서로 문자도 보냈겠네요 했을 때 저는 서로 보냈다고 했어요. 다른 사람한테 보냈겠지만 하면 좀 의심 가니까 아. 근데 참..,정규민,negative,attention,"성해은은 과거 정규민에게 문자를 보냈던 경험을 언급하며, 김나연이 다른 사람에게 문자를 보냈을 가능성에 대한 의구심을 드러내고, 복잡한 감정을 표현함."
Unknown,0.0,그 장면이 상상이 가는 거예요. 근데 저는 한 번 갔다 했잖아요. 그때가 정말 좋은 기억이었어요. 거의 저를 운전했거든요. 뒤에서 막 이렇게 태워주고 끌어주고 근데 들어보니까 그걸 그대로 해드린 것 같더라고요.,,positive,attention,"화자는 과거 좋은 기억을 떠올리며, 상대방이 다른 이에게 자신과 비슷한 행동을 한 것에 대해 언급하고 있다."
Unknown,0.0,뭐 우리 밖에 없고 즐겁고 스케이트 해가지고 로맨틱하고 재밌고 룸메이트니까 더 전 솔직히 질투를 느꼈거든요. 혜연 언니한테 그거 자체도 감정이 조금 힘들었고 감사합니다. 계속 봐야 돼.,성해은,mixed,emotion,"화자는 현재 상황에 대해 즐거움과 로맨틱함을 느끼지만, 다른 사람에 대한 질투심과 감정적 어려움을 동시에 표현하고 있으며, 감사함도 느끼고 있다고 말함."
Unknown,0.0,근데 데이트가 너무 상했대.,,negative,emotion_polarity,데이트에 대한 부정적인 감정을 표현함
성해은,0.95,근데 진짜 언제 해보겠어?,,neutral,general,미래에 대한 기대감을 드러내는 질문
Unknown,0.0,롯데월드 그룹은 다 불 꺼져 있었어?,,neutral,observation,롯데월드 그룹의 소등 여부에 대한 질문
성해은,0.95,"네, 다 불 꺼져 있었어.",,neutral,observation,"주변 상황에 대한 진술로, 감정적인 내용이 직접적으로 드러나지 않습니다."
Unknown,0.0,놀이기구 탔어?,,neutral,general,놀이기구 탑승 여부를 묻는 질문
성해은,0.95,"놀이기구 탔어. 다 꺼져 있었어. 되게 내 로망이다, 그 야간... 그리고 스케이트장도 꺼져있었어요.",,neutral,event_description,놀이기구와 스케이트장이 꺼져 있는 야간 풍경에 대한 감상을 표현함.
성해은,0.95,"아무도 없었긴 했지, 우리만 타긴 했지. 그리고 다 꺼져있고.",,neutral,recollection,"성해은은 과거 특정 상황에 대해 회상하며, 함께 탑승한 사람이 없었고 모든 것이 꺼져 있었다고 언급함."
성해은,0.95,잘 먹자. 먹으세요. 먹으세요. 먹겠습니다. 잘 먹겠습니다.,,neutral,일상,식사 시작 시 하는 인사말.
Unknown,0.0,한 명 안 오지 않았나? 나 밥 먹었대요? 몰라요. 안 먹었대요 아마 오늘 못 가. 아 배고프면 드세요 먼저. 배고픔 보호하지 못해. 원우 드세요 원우 드세요 태희님이 잘 챙겨주시던데 기다리시던데요?,,neutral,observation,"Unknown은 다른 출연자가 식사를 했는지 묻고, 배고프면 먼저 식사하라고 권유하며, 특정 인물이 다른 출연자를 잘 챙겨주고 기다린다는 정보를 전달한다."
Unknown,0.0,어느정도는 있는 것 같아요 약간 오해하기 좋은 그런 포인트들이 하필 히두씨 있을 때 보이는 것 같아요 근데 그 생각은 안 해봤어?,,중립,상황 언급 및 질문,"화자는 오해하기 쉬운 포인트들이 히두가 있을 때 보이는 것 같다고 말하며, 상대방에게 그 생각을 해봤는지 질문한다."
Unknown,0.0,나 문득 그런 생각 들어 태희가. 좀 나연을 마음에 들어하는 것 같은?,,neutral,attention,태희가 김나연을 마음에 들어하는 것 같다는 언급이 있습니다.
Unknown,0.0,그럴 수도 있죠 그럴 수도 있지 그러니까 나연 씨가 위로를 해줬잖아 태희 씨를 옆에서 도닥도닥 해주고 그래서 태희가 뭔가 좀 나연한테 마음이 좀 열리는 것 같은 느낌?,,중립,상황 설명,나연이 태희를 위로해주는 모습에 태희가 나연에게 마음을 여는 것 같다고 언급함.
Unknown,0.0,일로 와 근데 왜 했으시 갑자기? 사와서 장 볼 때 사와봐요.,,neutral,instruction,상대방에게 특정 물건을 사오라고 요청하는 발언.
Unknown,0.0,짠할까요?,,neutral,none,Unknown 화자가 '짠할까요?'라고 질문했습니다.
Unknown,0.0,저 잔 없는데 잠깐만 아 내가 갖고 올게 있어요? 네.,,neutral,routine,잔이 없음을 인지하고 가져오겠다고 말함.
Unknown,0.0,가기 전에 받아가세요. 얼어요.,,neutral,unclassified,"음료나 음식을 챙겨주는 상황으로 보이나, 감정적인 요소는 드러나지 않아 중립적인 발화로 분류됨."
Unknown,0.0,하나 더 가져오면 안 돼요? 왜? 뭐니까?,,neutral,question,"상대방에게 무언가를 더 가져올 수 있는지 묻고, 그 이유를 질문함."
Unknown,0.0,아 한 병 더?,,neutral,Uncategorized,술을 더 마실지 묻는 발언.
Unknown,0.0,ㅎㅎㅎㅎㅎ 눈 조여야 돼 표정! 이 새끼들 봐라.,,negative,general,누군가에 대한 부정적인 감정을 드러내는 발언.
Unknown,0.0,아니 저거는 표정 너무 리얼한 거예요. 저 표정은 태희 봐라 이것도 아니야. 어쩌 저 브릿지 봐라 이거야.,,neutral,appearance,"화자는 누군가의 표정이 너무 리얼하다며, 특정 출연자의 외모(브릿지)에 대한 감탄을 표현하고 있다."
SPEAKER_6,,브릿지?,,neutral,uncategorized,화자는 '브릿지'라는 단어를 언급했습니다.
Unknown,0.0,제대로지?,,neutral,confirmation,상대방에게 어떤 내용이 제대로 되었는지 확인하는 발언
Unknown,0.0,"솔직하시네, 근데 표정을 잘 못 숨겨요. 포커페이스가 안돼요.",,neutral,observation,"화자는 상대방이 솔직하지만 표정 관리가 어렵다고 언급하며, 포커페이스가 안 된다고 지적한다."
Unknown,0.0,"근데 딱 정말 히두 씨 등장과 함께 태희 씨가 나연 씨에 대한 감정이 좀 보이니까, 정말로 맞아 맞아 계속 보여져요.",,중립,상황 언급,히두 등장 후 태희가 나연에게 감정을 보이는 모습이 관찰됨.
Unknown,0.0,"히두 씨의 시선이 계속 밟혀, 그 둘이가 아 이거 재밌어지겠다. 재밌겠는데?",,positive,emotion_positive,두 사람의 관계가 재밌어질 것 같다는 기대감을 드러냄.
Unknown,0.0,나도 3등 들어왔거든.,,Neutral,None,화자는 본인도 3등으로 들어왔다는 정보를 공유하고 있습니다.
Unknown,0.0,"아, 진짜로?",,neutral,reaction,상대방의 말에 대한 단순한 반응.
Unknown,0.0,내가 번호 완전 잘 기억한단 말이야. 뭐하고 있었어? 뭐하고 있었어 거기서?,,neutral,initiative,상대방에게 뭐하고 있었는지 질문하며 대화를 시작하려는 시도를 보임.
정규민,0.9,그냥 얘기 좀 하고 있었어.,,neutral,relationship,"정규민은 단순히 이야기를 나누고 있었다고 언급하며, 특별한 감정이나 관계에 대한 언급은 없습니다."
Unknown,0.0,오오오오오오오 끝날까요?,,neutral,uncertainty,"방송 종료에 대한 단순한 질문으로, 감정이나 특정 인물에 대한 관심이 드러나지 않음."
Unknown,0.0,"아, 와인 사왔는데.",,neutral,etc,와인을 사왔다는 언급
정규민,0.9,내가 가면 안 돼 오빠가 가면 되잖아.,정규민,negative,갈등,정규민이 가는 것에 대한 불만을 표현하며 갈등을 드러냄.
Unknown,0.0,어.,,neutral,response,상대방의 말에 대한 짧은 대답.
정규민,0.9,다들 잘하네.,,neutral,general,다른 출연자들의 행동이나 능력에 대한 일반적인 언급.
정규민,0.9,근데 어제 많이 취했던데?,,neutral,social,상대방의 어제 음주 여부에 대해 질문하는 발언.
Unknown,0.0,너무나 취한 것 같아.,,neutral,neutral,화자는 자신의 상태가 술에 취한 것 같다고 말하고 있습니다.
정규민,0.9,내 차에 젤리 막 다 쏟아져 있던데? 무슨 헨젤과 그레텔마냐?,,중립,일상 대화,차에 젤리가 쏟아진 상황에 대한 가벼운 불평
Unknown,0.0,미쳐버렸어. 저 눈빛 무서워 죽겠어. 히두씨 입장에서는 태희씨 그냥 친한.. 이렇게 되는 줄 알았는데? 알았는데? 규민 씨랑 이렇게 또 데이트를 했네? 둘이 막 술 많이 먹었네? 취했네?,정규민,negative,emotion_polarity,"정규민과 김태희의 데이트에 대한 불안과 질투를 드러내며, 정규민의 행동에 대한 부정적인 감정을 표현함."
Unknown,0.0,젤리 다 쏟았네?,,neutral,observation,젤리를 쏟은 상황에 대한 단순한 언급
Unknown,0.0,그러니까 이제 두 명이 거슬리는 거지.,,negative,emotion_polarity,화자는 두 명의 인물이 거슬린다고 말하며 부정적인 감정을 드러냄.
Unknown,0.0,눈이 동그래지셨어요.,,neutral,non-sentiment,상대방의 외모에 대한 관찰을 진술함
Unknown,0.0,히도 씨 입장에서는 딱 이 집에서 자기 편은 원빈 씨밖에 없네요. 지금은 이제 원빈 말고는 니들은 보자 이거야.,,neutral,neutral,"화자는 히도 씨의 입장에서 이 집에서 원빈 씨만이 유일한 편이라고 언급하며, 다른 사람들에게는 '두고 보자'라는 태도를 보인다고 말함."
Unknown,0.0,히도 씨 입장에서는 대체 내가 없을 때. 그렇지. 왜냐하면 이게 시청해주셔서 감사합니다.,,neutral,none,"발화 내용이 불완전하고, 특정 감정이나 의도를 파악하기 어려움."
Unknown,0.0,내가 아무리 늦게 들어왔다 그래도 따라갈 수 없을 만큼의 사이가 돼버리면 저 표정이 나올 수밖에 없지.,,negative,negative_emotion,늦게 합류하여 관계에 적응하지 못하는 상황에 대한 속상함과 불안감을 드러냄.
정규민,0.9,근데 어제 많이 취했던데?,,neutral,social,정규민이 상대방에게 어제 술에 취했는지에 대해 질문하는 발언.
Unknown,0.0,너무나 취한 것 같아.,,neutral,neutral,화자는 자신의 상태가 술에 취한 것 같다고 말하고 있습니다.
정규민,0.9,내 차에 젤리 막 다 쏟아져 있던데? 헨젤과 그레텔마냐?,,중립,일상 대화,차 안에 젤리가 쏟아진 상황에 대한 가벼운 불평
Unknown,0.0,그 재미가 근데 왜 차이 있지?,,neutral,general,상대방에게 재미의 차이가 발생하는 이유에 대해 질문하는 발언.
정규민,0.9,어제 네가 술 마시고 오면서 젤리 마켓에서 먹었거든.,,neutral,event,정규민이 어제 술을 마시고 젤리 마켓에서 젤리를 먹었던 경험을 이야기함.
Unknown,0.0,비밀로 하기로 했잖아요.,,negative,갈등,비밀을 지키지 않은 것에 대한 불만이나 서운함을 표현하는 발언
성해은,0.95,곳곳에 있어서 다 같이 저녁 먹는데 근데 규민이가 또 나연씨 마주 보는 자리에 앉아서 나는 몰리는데 둘이서만 자꾸 교류가 있는 모습을 보니까 자꾸 너무... 우리 나가서 다 같이 얘기하고 있는데 저 혼자 울고 있으면 안 되니까 기를 쓰고 참습니다.,정규민,negative,emotion,"성해은은 정규민과 김나연이 서로 교류하는 모습을 보며 힘들어하고, 울음을 참으려 애쓰는 감정을 드러냄."
Unknown,0.0,이거 입을 씻었지?,,neutral,일상,음식을 먹은 후 입을 헹궜는지 확인하는 질문.
Unknown,0.0,규민 오빠예요. 전날 데이트에 좋았던 감정이 계속 이어졌어요 다음 영상에서 만나요!,정규민,positive,emotion_polarity,전날 데이트에 좋았던 감정이 계속 이어진다고 말하며 긍정적인 감정을 표현함
Unknown,0.0,근데 그거 먹으면 그니까 그것도 아직 아무도 못 받은 사람이에요 그건 진짜 괴물인 것 같아.,,negative,general,아직 아무도 받지 못한 사람이 괴물 같다고 표현하며 부정적인 감정을 드러냄.
정규민,0.9,너는 여기서 잘 지내고 있구나. 나는 여기서 지내는 게 조금은 쉽지 않아 이 느낌으로 안 했을 거라고 생각해요.,,negative,negative_feeling,정규민은 현재 상황에 대한 어려움을 토로하며 쉽지 않다고 언급함.
정규민,0.9,가만있어. 별 생각 없었어요.,,neutral,neutral,정규민은 특별한 생각 없이 있었다고 말하며 중립적인 태도를 보임.
성해은,0.95,잘 친해 보이는 게 좋지 않아요.,,positive,relation,다른 사람들과 잘 지내는 모습에 대한 긍정적인 언급
성해은,0.95,초반부에서 난 안 좋아.,,negative,emotion_polarity,자신에 대한 부정적인 감정을 표현함
성해은,0.95,근데 규민이가 자꾸 이렇게 다같이 있는 자리에서 특히나 저가 더 슬프다는 걸 알까?,정규민,negative,emotion_polarity,규민이가 자신의 슬픔을 알아줄지 걱정하며 부정적인 감정을 드러냄.
성해은,0.95,시청해주셔서 감사합니다.,,neutral,closing,시청자에게 감사를 표하는 마무리 발언입니다.
Unknown,0.0,알아줬으면 좋겠기도 하고 한 잔 남아가지고 먹고 들어가야지 먹을 타이밍을 못 잡아도 시청해주셔서 감사합니다.,,neutral,gratitude,"시청자에게 감사 인사를 전하며, 술을 마시려는 상황에 대한 언급이 있습니다."
정규민,0.9,데이트하고 술 마시고 들어오면서 나연이가 또 젤리를 먹었던 걸로 기억을 하는데 차 뒷좌석에 젤리가 막 떨어져 있더라고요. 자석 밑에 떨어져 있고 안전벨트 구멍에 들어가 있고 귀엽다는 생각이 들죠.,김나연,positive,affection,정규민은 김나연의 젤리 먹는 모습과 차 뒷좌석에 젤리가 떨어진 것을 보고 귀엽다고 생각하며 호감을 표현함.
Unknown,0.0,이따가 좀 들려드릴게요.,,neutral,N/A,화자는 상대방에게 무언가를 들려줄 예정임을 언급합니다.
Unknown,0.0,이따가 좀 기다려주세요.,,neutral,initiative,"""기다려달라""는 표현에서 관계 유지를 위한 소극적 의사 표현으로 판단됨."
Unknown,0.0,이거 알았네. 홈블리도 아마 잘 안 해줬을까?,,neutral,unknown,홈블리 서비스 이용 경험에 대한 추측성 발언
Unknown,0.0,냉살이 가득 가득하지 모르겠다.,,negative,emotion_polarity,화자는 스스로의 감정이 냉정하다고 느끼고 있습니다.
Unknown,0.0,잘생겼어.,,positive,emotion_polarity,외모에 대한 긍정적 평가
성해은,0.95,작년 생일은 같이 못 보냈는데 올해는 같이 보내니까 그걸 어떻게 지나쳐요? 못 지나치겠어서 준비했었는데 입주하고 너 생일이잖아 그러더라.,정규민,negative,attention,"작년에 함께 보내지 못한 생일을 올해 함께 보내는 것에 대한 감정을 표현하며, 상대방의 생일을 챙기려 했던 과거를 회상하는 발언에서 '너'는 정규민을 지칭하는 것으로 해석될 수 있음."
정규민,0.9,그래서 나 생일파티 가족들이랑 미리 했어.,,neutral,일상,정규민은 가족들과 미리 생일 파티를 했다고 언급함.
Unknown,0.0,아 진짜?,,neutral,uncategorized,상대방의 말에 대한 단순한 반응.
정규민,0.9,되게 간단하게 감사합니다. 맛있겠어.,,positive,gratitude,간단한 감사 인사를 표현하며 긍정적인 반응을 보임.
Unknown,0.0,감사합니다.,,positive,emotion_polarity,감사 인사를 통해 긍정적인 감정을 표현함.
정규민,0.9,그게 내가 24살인가 때 가족들이랑 거기서 밥 먹었었는데 그때도 먹으면서 나중에 혜연이랑 데이트할 때 와야지 했었는데 그 생각이 나더라고요.,성해은,positive,attention,정규민은 과거 가족과 식사하며 성해은과 데이트할 것을 상상했던 경험을 회상하며 긍정적인 감정을 드러냄.
성해은,0.95,아 진짜?,,neutral,response,상대방의 말에 대한 단순한 반응.
성해은,0.95,그러지.,,neutral,agreement,상대방의 제안이나 의견에 동의하는 발언
성해은,0.95,ㅎㅎㅎㅎㅎ 규민이 생일이 5월 14일인데 원래 입주 예정일이 딱 그날이었거든요 그래서 제가 규민이 앞에 진짜 선물처럼 나타날 수 있을 줄 알았어요 그리고 그게 예정치 못하게 그렇게 되지 못한 것도 너무 아쉽고 감사합니다. 진짜 이 선물뿐만 아니고 나의 존재 자체가 선물이었으면 하는 마음이 너무 컸었거든요 그래서 아쉬웠어요.,정규민,복합적,회상,"정규민의 생일에 맞춰 입주하려 했으나, 계획대로 되지 않아 아쉬워하며 자신의 존재가 선물이었으면 하는 마음을 드러냄."
성해은,0.95,몰래라도 깨민이한테 주고 싶었던 그 생일 선물이 있었는데 아직도 못 줬었거든요 안녕히 계세요.,정규민,negative,attention,"정규민에게 주지 못한 생일 선물에 대한 아쉬움을 표현하며, 부정적인 감정을 드러냄."
성해은,0.95,그래서 방에 몰래 가서 어떤 게 규민이 가방일까 기웃기웃해보긴 했는데 혹시나 또 룸메한테 발견될까 봐도 아직 못 죽었거든요.,정규민,negative,attention,정규민의 가방을 찾으려 했지만 룸메이트에게 들킬까 봐 두려워하는 발언에서 불안감을 드러냄.
Unknown,0.0,근데 저 양질의 토크 한번 해도 돼요? 지금 X 아니어도 데이트하면 뭐해요? 그래? 나는 내 코스를 짜고 싶은데 잘 모르겠더라고 근데 다들 뭐 하는지 궁금했어요 다들 집에서 있다든지 영화를 본다든지 밥 먹고 영화 보고 응.,,neutral,curiosity,"출연진들의 데이트 코스에 대한 궁금증을 표현하며, 자신의 데이트 코스 계획에 어려움을 토로함."
성해은,0.95,나 진짜 헬스장 데이트 좋아했어. 좋아했어? 했어요? 나 한 번도 해본 적 없어. 그래서 진짜 운동했지. 이제 한 세트 끝나면 한 세트 하고. 한 세트 끝나면 한 세트 하고. 그게 된다고? 나 너무 좋았지. 그리고 끝나고 소고기 먹으러 가고.,,positive,relationship,헬스장 데이트와 데이트 후 소고기 먹는 것에 대한 긍정적인 감정을 표현함.
Unknown,0.0,"좋다! 너무 좋지? 너무 좋아. 너무 좋아. 근데 같이 운동하고 같이 소고기를 먹을 수 있는 거 쉽지 않아. 쉽지 않아, 진짜.",,positive,emotion_polarity,화자는 '좋다'라는 감정을 반복하며 긍정적인 감정을 표현하고 있다. 운동과 소고기를 함께 할 수 있는 상황에 대한 어려움을 언급하며 현실적인 어려움에 대한 인식을 드러낸다.
Unknown,0.0,그것도 진짜 맞아야 하는 거야 오빠는요?,,neutral,question,상대방에게 어떤 것이 맞아야 하는지 묻는 질문.
정규민,0.9,응?,,neutral,none,정규민의 단독 발화로 감정이나 의도를 파악하기 어려움
정규민,0.9,특별한 데이트? 얘기해보세요.,,neutral,relationship,정규민이 데이트에 대한 이야기를 시작하도록 요청하는 발언
Unknown,0.0,기억에 남는 데이트 그냥 평소 데이트?,,neutral,relationship,기억에 남는 데이트에 대한 질문
정규민,0.9,"근데 나는 그냥 솔직히 말해서 평범한 데이트를 많이 했던 것 같아. 그냥 뭐 카페 가고 밥 먹고 근데 나는 그냥 같이 있는 사람이 중요한 거 같아서 응, 나는 같이 있는 사람이랑 재밌었어서 그래서 그냥 평범한 데이트를 해도 그게 평범하게 느껴지진 않았던 것 같아요.",,positive,relationship,정규민은 평범한 데이트를 했지만 같이 있는 사람이 중요해서 즐거웠다고 말함.
Unknown,0.0,근데 다음 영상에서 만나요.,,neutral,closing,화자가 영상 마무리 멘트를 하며 다음 만남을 기약하고 있다.
Unknown,0.0,응.,,neutral,response,상대방의 말에 대한 단순한 긍정 응답.
Unknown,0.0,지금 이 기회를 틀면서 먹을 거 찾는 건 뭐야?,,중립,일반,현재 상황에 대한 질문
Unknown,0.0,그만. 쥐.,,neutral,none,화자가 짧게 말함
Unknown,0.0,아니 술을 먹으려면 전 규민 오빠한테 문자 보냈어요. 은근히 맨날 봤는데도 밖에서 보니까 또 약간 색다르더라고요.,정규민,positive,attention,"정규민에 대한 호감을 드러내며, 그를 '오빠'라고 지칭하고, 밖에서 다시 보니 색다르다는 감정을 표현함."
Unknown,0.0,근데 그냥 따뜻한 느낌?,,positive,emotion_expression,따뜻한 느낌을 표현하는 발언
정규민,0.9,앰플 워치 저는 지수한테 보냈어요. 그날 하루를 지수가 나를 되게 행복하게 해줬고 같이 있어서 너무 즐거웠고 오늘이 재밌었긴 했지만 시청해주셔서 감사합니다. 다른 사람이랑도 데이트 해봐야지. 이런 감사합니다.,None,positive,relation,"정규민은 지수에게 앰플 워치를 보냈으며, 지수가 자신을 행복하게 해줬고 즐거웠다고 말함. 다른 사람과도 데이트 해봐야겠다고 언급하며 감사 인사를 전함."
Unknown,0.0,멸망하는 게임인가? 그게 뭐야?,,neutral,general,게임의 종류에 대해 질문하는 발언
성해은,0.95,저는 규민이 선택했었어요.,정규민,neutral,attention,"과거에 정규민을 선택했었음을 언급하며, 정규민에 대한 과거의 관심 또는 감정을 나타냄"
성해은,0.95,"일이 아니고 데이트 때문에 얼굴을 보지 못한 거였으니까, 그 와중에도 나는 너 생각하고 있으니까, 비타민 먹으면서라도 내 생각해주고 영양 잘 챙기라고 계속 제가 규민이 생각하는 마음을 전하고 싶었습니다.",정규민,positive,emotion_polarity,"정규민에 대한 애정을 표현하며, 그를 생각하는 마음을 전달하고 싶어함."
정규민,0.9,잘 챙겨 먹고 있어요.,,neutral,일상,정규민이 상대방에게 잘 챙겨 먹고 있는지 묻는 발언.
정규민,0.9,"매일 하나씩 먹고 있고, 먹을 때 같이 있는 사람 있으면 나눠 먹고 그러고 있어요.",,neutral,일상,"정규민이 매일 무언가를 먹고 있으며, 다른 사람과 함께 있을 때 나눠 먹는다는 내용."
Unknown,0.0,오케이!,,neutral,response,상대방의 말에 동의하는 긍정적인 반응
성해은,0.95,"전혀 아무렇지 않았고, 제가 안 받아도 그.. 당신의 입술은 선택하지 않았습니다.",정규민,negative,emotion_polarity,전혀 아무렇지 않았다는 말과 '당신의 입술은 선택하지 않았다'는 언급을 통해 부정적인 감정을 드러냄.
성해은,0.95,그래서 그렇게 슬펐어.,,negative,emotion_polarity,화자는 과거에 슬펐던 경험에 대해 이야기하며 부정적인 감정을 드러냄.
성해은,0.95,고맙습니다.,,positive,emotion_polarity,감사함을 표현하는 긍정적인 발언
성해은,0.95,"안녕. 아, 나는 표 안 받아도 되니까, 그냥 그 문자 안 왔으면 좋겠어요.",,negative,emotion_polarity,문자 메시지에 대한 거부감을 드러내며 부정적인 감정을 표현함.
성해은,0.95,"규민이가 선택을 안 하면 좋은데, 어쨌든 누구를 선택한 거잖아요? 나한테 안 갔다는 거 그게 아파서 안 올 것 같은데, 오면은 너무 기쁘겠지만 어려울 것 같아요.",정규민,negative,emotion_polarity,정규민이 자신을 선택하지 않은 것에 대한 아픔과 그가 오지 않을 것 같다는 불안감을 표현하고 있다. 그러나 한편으로는 그가 와주기를 바라는 기쁨의 감정도 내비치고 있다.
성해은,0.95,"기대를 안 하나 봐요, 이제 너무 숨막혔어요.",,negative,emotion_polarity,숨막히는 감정에 대한 토로
성해은,0.95,이번에는 진짜 지목 데이트잖아요.,,neutral,general,지목 데이트에 대한 언급
성해은,0.95,"답변자 입장으로 들어가다 보니까, 아무것도 얘기 안 하고 싶고, 진실을 알려주기 싫고, 불안의 장소였어요.",,negative,emotion_polarity,성해은은 답변자 입장이 되어 아무것도 얘기하고 싶지 않고 진실을 알려주기 싫었으며 불안했다고 토로함.
Unknown,0.0,안녕.,,neutral,greeting,화자가 인사말을 건넴.
Unknown,0.0,안녕!,,neutral,greeting,화자가 인사말을 건넴.
Unknown,0.0,규민이랑 얼마나 만났어?,정규민,neutral,relationship,정규민과의 교제 기간을 묻는 질문
Unknown,0.0,규민이랑 1년 만났어.,정규민,neutral,relationship,정규민과의 1년 교제 사실을 언급함
Unknown,0.0,언제 만났어?,,neutral,attention,상대방과의 과거 만남 시점에 대한 질문
성해은,0.95,1년 전쯤이었어.,,neutral,attention,1년 전을 언급하며 과거 회상
성해은,0.95,"헤어진 지 얼마나 된 거지? 헤어진 지 1년 됐고, 1년 정도 만났어. 시청해주셔서 감사합니다. 감사합니다. 진짜 대답하기 싫었어요.",정규민,negative,attention,"성해은은 헤어진 지 1년 되었고, 1년 정도 만났다고 말하며 X에 대한 언급을 한다. 질문에 대답하기 싫었다고 말한다."
성해은,0.95,"안 그래도 좋게 보는 규민이를 6년이나 사귀었다고 얘기를 하면 더 좋게 볼 것 같아서, 사귄 기간 절대 거짓말해야지.",정규민,positive,attention,"규민에 대해 좋게 보고 있으며, 규민과의 관계에서 긍정적인 인상을 주기 위해 거짓말을 하려는 의도를 드러냄."
성해은,0.95,지금 규민이한테 마음이 있어?,정규민,neutral,question,성해은이 정규민에게 현재 마음이 있는지에 대한 질문
Unknown,0.0,마음이 있어 얼마나? 새로운 사람을 만나고 싶은 마음과 제외하고 싶은 마음이 둘 다 있구나.,,mixed,ambivalence,새로운 사람을 만나고 싶은 마음과 제외하고 싶은 마음이 공존하는 복잡한 심경을 드러냄.
성해은,0.95,제외하고 싶은 마음이 더 큰 것 같아.,,negative,emotion_polarity,상대방을 제외하고 싶다는 부정적인 감정을 표현함.
Unknown,0.0,"으음, 규민이에게 문자를 보낸 적 있어?",정규민,neutral,attention,정규민에게 문자를 보낸 적이 있는지 질문하며 정규민에 대한 관심을 드러냄
Unknown,0.0,나도 있긴 해.,,neutral,neutral,Unknown 화자가 무언가가 있음을 간략하게 언급함.
Unknown,0.0,받은 적은 있어?,,neutral,unknown,상대방에게 무언가를 받은 경험에 대해 질문하는 발화
Unknown,0.0,받고 있어.,,neutral,none,상황에 대한 언급으로 감정이나 특정 대상에 대한 관심이 드러나지 않음
Unknown,0.0,감사합니다. 이 시각 세계였습니다. 오!,,neutral,none,마무리 인사와 감탄사
Unknown,0.0,"와, 지키려고 자기 엑스 지키려고 저렇게 계속 거짓말을 음..",,negative,emotion_polarity,화자는 누군가가 자신의 전 연인을 지키기 위해 계속 거짓말을 한다고 부정적으로 언급하고 있다.
Unknown,0.0,"제외하고 싶다고도 했고, 저한테 거짓말도 했어요.",,negative,emotion_polarity,상대방에 대한 부정적인 감정을 드러냄.
Unknown,0.0,"문자를 받고 있다고 우리 둘이 지금 서로 표현하고 있으니까, 너는 빠져라. 이렇게 느껴지더라고요.",,negative,negative_feeling,문자를 주고받는 상황에서 소외감을 느껴 부정적인 감정을 표현함.
Unknown,0.0,뭐 서운함 보다는 너무 마음이 아팠어요.,,negative,emotion_polarity,화자는 서운함보다는 마음이 아팠다고 말하며 부정적인 감정을 표현하고 있습니다.
성해은,0.95,제가 그걸 말하는 그 사람의 심정은 어떨까요?,,neutral,unknown,화자의 심정에 대한 질문
