speaker,confidence,text,target,sentiment,category,summary
SPEAKER_7,,어느정도는 있는 것 같아요 약간 오해하기 좋은 그런 포인트들이 하필 히두씨 있을 때 보이는 것 같아요 근데 그 생각은 안 해봤어?,정규민,Neutral,Relationship,"The speaker is expressing a neutral sentiment about a relationship issue, mentioning a misunderstanding and a potential thought."
SPEAKER_0,,나 문득 그런 생각 들어 태희가. 좀 나연을 마음에 들어하는 것 같은?,Taehee,Positive,Relationship,The speaker wonders if Taehee has feelings for Nayeon.
SPEAKER_0,,그럴 수도 있죠 그럴 수도 있지 그러니까 나연 씨가 위로를 해줬잖아 태희 씨를 옆에서 도닥도닥 해주고 그래서 태희가 뭔가 좀 나연한테 마음이 좀 열리는 것 같은 느낌?,태희,긍정적,위로,나연 씨가 태희 씨를 위로해줬어
SPEAKER_7,,일로 와 근데 왜 했으시 갑자기? 사와서 장 볼 때 사와봐요.,None,Neutral,Conversation,Speaker 7 is asking about the reason for a sudden action and suggesting to buy something when shopping.
SPEAKER_9,,짠할까요?,None,negative,emotion_polarity,짠할까요?
SPEAKER_7,,저 잔 없는데 잠깐만 아 내가 갖고 올게 있어요? 네.,None,positive,response,"화자는 상대방의 요청에 긍정적으로 응답하고, 잔을 가져오겠다고 말합니다."
SPEAKER_9,,가기 전에 받아가세요. 얼어요.,None,negative,Receiving,Receiving something before leaving
SPEAKER_9,,하나 더 가져오면 안 돼요? 왜? 뭐니까?,None,부정,질문,하나 더 가져오면 안 돼요? 왜? 뭐니까?
SPEAKER_4,,아 한 병 더?,None,positive,drinking,한 병 더 마시자는 제안
SPEAKER_2,,ㅎㅎㅎㅎㅎ 눈 조여야 돼 표정! 이 새끼들 봐라.,None,negative,negative,화자는 상대방에게 부정적인 감정을 표현하고 있습니다.
SPEAKER_0,,아니 저거는 표정 너무 리얼한 거예요. 저 표정은 태희 봐라 이것도 아니야. 어쩌 저 브릿지 봐라 이거야.,None,Positive,Reaction,The speaker is expressing admiration for the realistic expression of the character.
SPEAKER_6,,브릿지?,None,Neutral,Bridge,The speaker is asking about the bridge.
SPEAKER_0,,제대로지?,None,neutral,response,확인
SPEAKER_2,,"솔직하시네, 근데 표정을 잘 못 숨겨요. 포커페이스가 안돼요.",정규민,negative,emotion,"솔직하시네, 근데 표정을 잘 못 숨겨요. 포커페이스가 안돼요."
SPEAKER_7,,"근데 딱 정말 히두 씨 등장과 함께 태희 씨가 나연 씨에 대한 감정이 좀 보이니까, 정말로 맞아 맞아 계속 보여져요.",나연,positive,emotion_polarity,나연 씨에 대한 감정이 보여져요
SPEAKER_2,,"히두 씨의 시선이 계속 밟혀, 그 둘이가 아 이거 재밌어지겠다. 재밌겠는데?",정규민,긍정,드라마,"히두 씨의 시선이 계속 밟혀, 그 둘이가 아 이거 재밌어지겠다. 재밌겠는데?"
SPEAKER_9,,나도 3등 들어왔거든.,None,positive,self-promotion,자신의 성과를 자랑스럽게 언급함
SPEAKER_2,,"아, 진짜로?",None,neutral,neutral,The speaker expressed neutral sentiment with no emotional focus or initiative.
SPEAKER_9,,내가 번호 완전 잘 기억한단 말이야. 뭐하고 있었어? 뭐하고 있었어 거기서?,정규민,중립,일상 대화,"대화 상대방이 일상적인 대화를 나누며, 상대방의 최근 활동에 대해 궁금해함"
SPEAKER_3,,그냥 얘기 좀 하고 있었어.,None,Neutral,Conversation,Just talking
SPEAKER_9,,오오오오오오오 끝날까요?,None,Neutral,Ending,The user is asking if the conversation will end
SPEAKER_9,,"아, 와인 사왔는데.",None,positive,wine,Bringing wine
SPEAKER_3,,내가 가면 안 돼 오빠가 가면 되잖아.,정규민,negative,Relationship,The speaker is expressing frustration and resentment towards the other person for not being able to go.
SPEAKER_9,,어.,None,neutral,neutral,The user's statement is neutral and lacks clear emotion or intent.
SPEAKER_3,,다들 잘하네.,None,Positive,Compliment,All are doing well
SPEAKER_3,,근데 어제 많이 취했던데?,None,Neutral,Conversation,Asking about the other person's condition after a night of drinking
SPEAKER_9,,너무나 취한 것 같아.,None,negative,drunk,화자는 취한 상태에 대해 언급하고 있습니다.
SPEAKER_3,,내 차에 젤리 막 다 쏟아져 있던데? 무슨 헨젤과 그레텔마냐?,None,negative,complaint,젤리가 차에 쏟아져 있다
SPEAKER_2,,미쳐버렸어. 저 눈빛 무서워 죽겠어. 히두씨 입장에서는 태희씨 그냥 친한.. 이렇게 되는 줄 알았는데? 알았는데? 규민 씨랑 이렇게 또 데이트를 했네? 둘이 막 술 많이 먹었네? 취했네?,None,negative,emotion_polarity,미쳐버렸어. 저 눈빛 무서워 죽겠어. 히두씨 입장에서는 태희씨 그냥 친한.. 이렇게 되는 줄 알았는데? 알았는데? 규민 씨랑 이렇게 또 데이트를 했네? 둘이 막 술 많이 먹었네? 취했네?
SPEAKER_7,,젤리 다 쏟았네?,None,중립,젤리 쏟음,젤리를 쏟아서 당황한 상황
SPEAKER_2,,그러니까 이제 두 명이 거슬리는 거지.,성해은,negative,disagreement,두 사람이 서로 거슬리는 상황
SPEAKER_7,,눈이 동그래지셨어요.,성해은,positive,emotion_polarity,눈이 동그래지셨어요
SPEAKER_0,,히도 씨 입장에서는 딱 이 집에서 자기 편은 원빈 씨밖에 없네요. 지금은 이제 원빈 말고는 니들은 보자 이거야.,Wonbin,negative,criticism,"Hido feels that he is the only one on his side in the house, and he is now only interested in Wonbin."
SPEAKER_2,,히도 씨 입장에서는 대체 내가 없을 때. 그렇지. 왜냐하면 이게 시청해주셔서 감사합니다.,None,긍정,감사,시청자에게 감사의 표현
SPEAKER_0,,내가 아무리 늦게 들어왔다 그래도 따라갈 수 없을 만큼의 사이가 돼버리면 저 표정이 나올 수밖에 없지.,성해은,negative,emotion,관계에 대한 불만과 상처
SPEAKER_3,,근데 어제 많이 취했던데?,None,Neutral,Conversation,Asking about the other person's condition after a night of drinking
SPEAKER_9,,너무나 취한 것 같아.,None,negative,emotion,취한 상태
SPEAKER_3,,내 차에 젤리 막 다 쏟아져 있던데? 헨젤과 그레텔마냐?,None,negative,complaint,젤리가 차에 쏟아져 있다
SPEAKER_4,,그 재미가 근데 왜 차이 있지?,성해은,positive,fun,재미있는 대화
SPEAKER_3,,어제 네가 술 마시고 오면서 젤리 마켓에서 먹었거든.,None,positive,food,젤리 마켓에서 먹은 음식에 대한 긍정적인 언급
SPEAKER_9,,비밀로 하기로 했잖아요.,성해은,negative,confidentiality,비밀로 하기로 했잖아요.
SPEAKER_1,,곳곳에 있어서 다 같이 저녁 먹는데 근데 규민이가 또 나연씨 마주 보는 자리에 앉아서 나는 몰리는데 둘이서만 자꾸 교류가 있는 모습을 보니까 자꾸 너무... 우리 나가서 다 같이 얘기하고 있는데 저 혼자 울고 있으면 안 되니까 기를 쓰고 참습니다.,정규민,negative,emotion,규민이가 나연씨와 교류가 있는 모습을 보고 슬퍼하는 상황
SPEAKER_9,,이거 입을 씻었지?,정규민,중립,질문,입을 씻었는지 묻는 질문
SPEAKER_4,,규민 오빠예요. 전날 데이트에 좋았던 감정이 계속 이어졌어요 다음 영상에서 만나요!,정규민,긍정,데이트,"규민 오빠는 전날 데이트에서 좋았던 감정이 계속 이어졌다고 언급하며, 다음 영상에서 만나기를 기대합니다."
SPEAKER_9,,근데 그거 먹으면 그니까 그것도 아직 아무도 못 받은 사람이에요 그건 진짜 괴물인 것 같아.,None,부정적,괴물,괴물 같은 존재에 대한 부정적인 감정 표현
SPEAKER_3,,너는 여기서 잘 지내고 있구나. 나는 여기서 지내는 게 조금은 쉽지 않아 이 느낌으로 안 했을 거라고 생각해요.,None,negative,emotion,The speaker is expressing difficulty in adjusting to the current situation.
SPEAKER_3,,가만있어. 별 생각 없었어요.,None,neutral,response,가만있어. 별 생각 없었어요.
SPEAKER_1,,잘 친해 보이는 게 좋지 않아요.,성해은,negative,relationship,친해 보이는 게 좋지 않아요
SPEAKER_1,,초반부에서 난 안 좋아.,None,negative,negative,초반부에서 난 안 좋아.
SPEAKER_1,,근데 규민이가 자꾸 이렇게 다같이 있는 자리에서 특히나 저가 더 슬프다는 걸 알까?,정규민,negative,emotion,규민이가 자꾸 이렇게 다같이 있는 자리에서 특히나 저가 더 슬프다는 걸 알까?
SPEAKER_1,,시청해주셔서 감사합니다.,None,긍정,감사,시청해주셔서 감사합니다.
SPEAKER_9,,알아줬으면 좋겠기도 하고 한 잔 남아가지고 먹고 들어가야지 먹을 타이밍을 못 잡아도 시청해주셔서 감사합니다.,None,긍정,감사,"시청자에게 감사 인사를 전하고, 시청을 계속하도록 유도하는 발화"
SPEAKER_3,,데이트하고 술 마시고 들어오면서 나연이가 또 젤리를 먹었던 걸로 기억을 하는데 차 뒷좌석에 젤리가 막 떨어져 있더라고요. 자석 밑에 떨어져 있고 안전벨트 구멍에 들어가 있고 귀엽다는 생각이 들죠.,나연,긍정,데이트,"데이트 중 젤리를 먹었던 기억을 떠올리며, 차 뒷좌석에 젤리가 떨어져 있는 것을 발견하고 귀여움을 느끼는 내용"
SPEAKER_9,,이따가 좀 들려드릴게요.,None,neutral,response,대답을 미루는 발화
SPEAKER_9,,이따가 좀 기다려주세요.,None,Neutral,Waiting,Waiting for a response or action
SPEAKER_9,,이거 알았네. 홈블리도 아마 잘 안 해줬을까?,None,negative,homeblido,아마 잘 안 해줬을까
SPEAKER_9,,냉살이 가득 가득하지 모르겠다.,성해은,negative,냉살,냉살이 가득 가득하지 모르겠다.
SPEAKER_9,,잘생겼어.,정규민,positive,compliment,The speaker is expressing a positive sentiment towards the target person's appearance.
SPEAKER_1,,작년 생일은 같이 못 보냈는데 올해는 같이 보내니까 그걸 어떻게 지나쳐요? 못 지나치겠어서 준비했었는데 입주하고 너 생일이잖아 그러더라.,성해은,긍정,생일,작년 생일은 같이 못 보냈는데 올해는 같이 보내니까 그걸 어떻게 지나쳐요? 못 지나치겠어서 준비했었는데 입주하고 너 생일이잖아 그러더라.
SPEAKER_3,,그래서 나 생일파티 가족들이랑 미리 했어.,None,긍정,생일파티,생일파티를 가족들과 미리 했다
SPEAKER_9,,아 진짜?,None,neutral,response,아 진짜?
SPEAKER_3,,되게 간단하게 감사합니다. 맛있겠어.,None,긍정,감사,간단한 감사 표현
SPEAKER_9,,감사합니다.,None,긍정,감사,감사 표현
SPEAKER_3,,그게 내가 24살인가 때 가족들이랑 거기서 밥 먹었었는데 그때도 먹으면서 나중에 혜연이랑 데이트할 때 와야지 했었는데 그 생각이 나더라고요.,혜연,positive,memory,가족과의 추억과 데이트에 대한 기대
SPEAKER_1,,아 진짜?,None,neutral,response,아 진짜?
SPEAKER_1,,그러지.,None,neutral,response,동의하는 발화
SPEAKER_1,,ㅎㅎㅎㅎㅎ 규민이 생일이 5월 14일인데 원래 입주 예정일이 딱 그날이었거든요 그래서 제가 규민이 앞에 진짜 선물처럼 나타날 수 있을 줄 알았어요 그리고 그게 예정치 못하게 그렇게 되지 못한 것도 너무 아쉽고 감사합니다. 진짜 이 선물뿐만 아니고 나의 존재 자체가 선물이었으면 하는 마음이 너무 컸었거든요 그래서 아쉬웠어요.,정규민,positive,birthday,"Speaker expresses regret for not being able to surprise the target person on their birthday, but also expresses gratitude for the opportunity to be a gift."
SPEAKER_1,,몰래라도 깨민이한테 주고 싶었던 그 생일 선물이 있었는데 아직도 못 줬었거든요 안녕히 계세요.,정규민,부정,생일 선물,생일 선물을 주지 못한 것에 대한 후회
SPEAKER_1,,그래서 방에 몰래 가서 어떤 게 규민이 가방일까 기웃기웃해보긴 했는데 혹시나 또 룸메한테 발견될까 봐도 아직 못 죽었거든요.,Gyumin,Neutral,Roommate,The speaker tried to find out which bag belongs to Gyumin but was afraid of being caught by the roommate.
SPEAKER_9,,근데 저 양질의 토크 한번 해도 돼요? 지금 X 아니어도 데이트하면 뭐해요? 그래? 나는 내 코스를 짜고 싶은데 잘 모르겠더라고 근데 다들 뭐 하는지 궁금했어요 다들 집에서 있다든지 영화를 본다든지 밥 먹고 영화 보고 응.,None,긍정,토크,양질의 토크에 대한 관심
SPEAKER_1,,나 진짜 헬스장 데이트 좋아했어. 좋아했어? 했어요? 나 한 번도 해본 적 없어. 그래서 진짜 운동했지. 이제 한 세트 끝나면 한 세트 하고. 한 세트 끝나면 한 세트 하고. 그게 된다고? 나 너무 좋았지. 그리고 끝나고 소고기 먹으러 가고.,None,긍정,운동,"헬스장 데이트를 좋아하고, 운동에 대한 긍정적인 감정을 표현하며, 운동 후 소고기 식사를 즐겼다는 내용"
SPEAKER_9,,"좋다! 너무 좋지? 너무 좋아. 너무 좋아. 근데 같이 운동하고 같이 소고기를 먹을 수 있는 거 쉽지 않아. 쉽지 않아, 진짜.",None,Positive,Positive,"The speaker expresses enthusiasm and happiness about the idea of working out and eating steak together, but also acknowledges the difficulty in finding time for such activities."
SPEAKER_4,,그것도 진짜 맞아야 하는 거야 오빠는요?,정규민,Positive,Relationship,"The speaker is expressing a positive sentiment towards the target person, indicating a strong emotional connection."
SPEAKER_3,,응?,None,neutral,response,Continuing conversation
SPEAKER_3,,특별한 데이트? 얘기해보세요.,성해은,긍정,데이트,"SPEAKER_3는 특별한 데이트에 대해 이야기하며, 로맨틱한 분위기를 강조합니다."
SPEAKER_9,,기억에 남는 데이트 그냥 평소 데이트?,성해은,긍정,데이트,기억에 남는 데이트
SPEAKER_3,,"근데 나는 그냥 솔직히 말해서 평범한 데이트를 많이 했던 것 같아. 그냥 뭐 카페 가고 밥 먹고 근데 나는 그냥 같이 있는 사람이 중요한 거 같아서 응, 나는 같이 있는 사람이랑 재밌었어서 그래서 그냥 평범한 데이트를 해도 그게 평범하게 느껴지진 않았던 것 같아요.",성해은,긍정,데이트,"평범한 데이트를 많이 했지만, 같이 있는 사람이 중요해서 재밌었다"
SPEAKER_7,,근데 다음 영상에서 만나요.,None,긍정,인사,다음 영상에서 만나요
SPEAKER_4,,응.,None,neutral,response,긍정적인 감정이나 호감이 명시적으로 드러나지 않은 중립적인 응답
SPEAKER_4,,지금 이 기회를 틀면서 먹을 거 찾는 건 뭐야?,None,neutral,food,지금 이 기회를 틀면서 먹을 거 찾는 건 뭐야?
SPEAKER_4,,그만. 쥐.,None,negative,negative,쥐가 그만하라고 말함
SPEAKER_7,,아니 술을 먹으려면 전 규민 오빠한테 문자 보냈어요. 은근히 맨날 봤는데도 밖에서 보니까 또 약간 색다르더라고요.,정규민,Positive,Relationship,The speaker expressed positive feelings towards a past relationship and mentioned a recent encounter with the ex-boyfriend.
SPEAKER_7,,근데 그냥 따뜻한 느낌?,None,positive,warmth,따뜻한 느낌
SPEAKER_3,,앰플 워치 저는 지수한테 보냈어요. 그날 하루를 지수가 나를 되게 행복하게 해줬고 같이 있어서 너무 즐거웠고 오늘이 재밌었긴 했지만 시청해주셔서 감사합니다. 다른 사람이랑도 데이트 해봐야지. 이런 감사합니다.,지수,긍정적,감정 표현,"지수와의 행복한 하루를 회상하며, 다른 사람과의 데이트를 기대하는 내용"
SPEAKER_9,,멸망하는 게임인가? 그게 뭐야?,None,중립,게임,멸망하는 게임인가? 그게 뭐야?
SPEAKER_1,,"일이 아니고 데이트 때문에 얼굴을 보지 못한 거였으니까, 그 와중에도 나는 너 생각하고 있으니까, 비타민 먹으면서라도 내 생각해주고 영양 잘 챙기라고 계속 제가 규민이 생각하는 마음을 전하고 싶었습니다.",정규민,긍정,데이트,규민에게 비타민을 먹으면서도 자신을 생각해주길 바라는 마음을 전함
SPEAKER_3,,잘 챙겨 먹고 있어요.,None,긍정,일상 대화,화자는 상대방에게 잘 챙겨 먹고 있는지 물어봅니다.
SPEAKER_3,,"매일 하나씩 먹고 있고, 먹을 때 같이 있는 사람 있으면 나눠 먹고 그러고 있어요.",None,positive,food,"매일 하나씩 먹고 있고, 먹을 때 같이 있는 사람 있으면 나눠 먹고 그러고 있어요."
SPEAKER_9,,오케이!,None,neutral,response,긍정적인 감정이나 호감이 명시적으로 드러난 발화
SPEAKER_1,,"전혀 아무렇지 않았고, 제가 안 받아도 그.. 당신의 입술은 선택하지 않았습니다.",정규민,부정,연애,거절
SPEAKER_1,,그래서 그렇게 슬펐어.,정규민,negative,emotion,슬픈 감정 표현
SPEAKER_1,,고맙습니다.,None,positive,thank you,고맙습니다
SPEAKER_1,,"안녕. 아, 나는 표 안 받아도 되니까, 그냥 그 문자 안 왔으면 좋겠어요.",정규민,negative,request,문자 안 왔으면 좋겠어요
SPEAKER_1,,"규민이가 선택을 안 하면 좋은데, 어쨌든 누구를 선택한 거잖아요? 나한테 안 갔다는 거 그게 아파서 안 올 것 같은데, 오면은 너무 기쁘겠지만 어려울 것 같아요.",정규민,negative,emotion,"규민이가 선택을 안 하면 좋은데, 어쨌든 누구를 선택한 거잖아요? 나한테 안 갔다는 거 그게 아파서 안 올 것 같은데, 오면은 너무 기쁘겠지만 어려울 것 같아요."
SPEAKER_1,,"기대를 안 하나 봐요, 이제 너무 숨막혔어요.",정규민,negative,emotion_polarity,"기대를 안 하나 봐요, 이제 너무 숨막혔어요."
SPEAKER_1,,이번에는 진짜 지목 데이트잖아요.,성해은,긍정,데이트,이번에는 진짜 지목 데이트잖아요.
SPEAKER_1,,"답변자 입장으로 들어가다 보니까, 아무것도 얘기 안 하고 싶고, 진실을 알려주기 싫고, 불안의 장소였어요.",None,부정적,진실 회피,"답변자 입장으로 들어가다 보니까, 아무것도 얘기 안 하고 싶고, 진실을 알려주기 싫고, 불안의 장소였어요."
SPEAKER_7,,규민이랑 얼마나 만났어?,정규민,neutral,relationship,규민이랑 얼마나 만났어?
SPEAKER_7,,규민이랑 1년 만났어.,정규민,Positive,Relationship,1년 동안 만난 규민과의 관계에 대한 긍정적인 감정 표현
SPEAKER_7,,언제 만났어?,None,Neutral,Meeting,When did we meet?
SPEAKER_1,,1년 전쯤이었어.,None,neutral,past,1년 전쯤이었어.
SPEAKER_1,,"헤어진 지 얼마나 된 거지? 헤어진 지 1년 됐고, 1년 정도 만났어. 시청해주셔서 감사합니다. 감사합니다. 진짜 대답하기 싫었어요.",정규민,negative,breakup,The speaker is expressing negative emotions about the breakup and the duration of the relationship.
SPEAKER_1,,"안 그래도 좋게 보는 규민이를 6년이나 사귀었다고 얘기를 하면 더 좋게 볼 것 같아서, 사귄 기간 절대 거짓말해야지.",정규민,Positive,Relationship,Speaker 1 wants to exaggerate the duration of their relationship with Speaker 2 to make a better impression.
SPEAKER_1,,지금 규민이한테 마음이 있어?,정규민,positive,love,규민이한테 마음이 있어
SPEAKER_7,,마음이 있어 얼마나? 새로운 사람을 만나고 싶은 마음과 제외하고 싶은 마음이 둘 다 있구나.,None,mixed,emotion,The speaker is experiencing mixed emotions about meeting new people and excluding others.
SPEAKER_1,,제외하고 싶은 마음이 더 큰 것 같아.,정규민,negative,emotion_polarity,제외하고 싶은 마음이 더 큰 것 같아
SPEAKER_7,,"으음, 규민이에게 문자를 보낸 적 있어?",정규민,neutral,text,규민이에게 문자를 보낸 적 있어?
SPEAKER_7,,나도 있긴 해.,None,neutral,response,인정
SPEAKER_7,,받은 적은 있어?,None,neutral,received,받은 적이 있어?
SPEAKER_7,,받고 있어.,None,neutral,receiving,받고 있어
SPEAKER_9,,감사합니다. 이 시각 세계였습니다. 오!,None,긍정,감사,감사 표현
SPEAKER_2,,"와, 지키려고 자기 엑스 지키려고 저렇게 계속 거짓말을 음..",정규민,부정적,드라마,거짓말에 대한 부정적인 감정
SPEAKER_4,,"제외하고 싶다고도 했고, 저한테 거짓말도 했어요.",정규민,negative,negative,"제외하고 싶다고도 했고, 저한테 거짓말도 했어요."
SPEAKER_4,,"문자를 받고 있다고 우리 둘이 지금 서로 표현하고 있으니까, 너는 빠져라. 이렇게 느껴지더라고요.",성해은,부정,관계,"문자를 받고 있다고 우리 둘이 지금 서로 표현하고 있으니까, 너는 빠져라. 이렇게 느껴지더라고요."
SPEAKER_4,,뭐 서운함 보다는 너무 마음이 아팠어요.,정규민,negative,emotion,서운함 보다는 너무 마음이 아팠어요.
SPEAKER_1,,제가 그걸 말하는 그 사람의 심정은 어떨까요?,성해은,positive,emotion_polarity,긍정 감정 또는 호감이 명시적으로 드러난 발화
SPEAKER_1,,"제가 거짓말을 하고 있는 걸 알지라도, 저는 그냥 제 마음을 표현하고 싶었어요. 이만큼 우리 둘은 견고하다. 아직. 내 위치도 강력하다.",None,Positive,Emotion,The speaker expresses their heartfelt feelings and emphasizes the strength of their relationship.
SPEAKER_1,,여기 와서 규민이랑 대화는 많이 했어?,정규민,Positive,Relationship,The speaker has been talking a lot with Gyumin
SPEAKER_1,,그래도 생각보다 많이 했어.,None,positive,response,긍정적인 감정 표현
SPEAKER_1,,만날 때 누가 더 좋아했어?,성해은,positive,emotion_polarity,누가 더 좋아했어?
SPEAKER_1,,규민이에게 훨씬 더 많이 사랑받았었어.,정규민,positive,love,규민이에게 훨씬 더 많이 사랑받았었어
SPEAKER_1,,자기소에서 유민이가 너 때문에 고생했다고 그랬잖아.,정규민,negative,self-introduction,유민이가 고생했다고 언급
SPEAKER_1,,무슨 고생을 했어?,성해은,negative,emotion,고생
SPEAKER_1,,"그냥 짜올 일이 많았는데, 내가 생각했을 때는 내가 미안한 일들이 많더라고.",정규민,negative,apology,The speaker apologizes for causing inconvenience and expresses regret for their actions.
SPEAKER_1,,"잘 못해줬던 거야? 후회가 많이 됐었어. 규민이가 해준 거에 비해서. 내가 많이 못해준 것 같아서, 제가 봤을 때 헤어짐의 그 규책은 규민 오빠의 X한테 있었던 것 같아요. 후회하는 것 같았어요.",Regular Min,negative,Regret,"The speaker expresses regret for not being able to reciprocate the efforts of their partner, Regular Min, and feels that the blame for the breakup lies with Regular Min's ex-partner."
SPEAKER_1,,규민이가 이번에 데이트 했잖아. 기분이 어땠어?,정규민,긍정,데이트,규민이가 이번에 데이트를 했어. 기분이 좋았어.
SPEAKER_1,,네. 좋진 않더라고 네.,None,negative,response,동의하지 않음
SPEAKER_1,,내가 데이트를 해도 괜찮을까?,정규민,긍정,데이트,데이트를 해도 괜찮을까?
SPEAKER_1,,그것도 좋지 않을 거 같아.,None,negative,negative,그것도 좋지 않을 거 같아
SPEAKER_1,,내가 질문해도 될까? 응.,None,positive,question,질문하는 발화
SPEAKER_1,,규민이를 알아가고 싶은 거야? 규민이한테 호감이 있는 거야?,정규민,positive,relationship,규민이를 알아가고 싶은 거야? 규민이한테 호감이 있는 거야?
SPEAKER_1,,반 반? 호감이 없진 않아.,성해은,긍정,호감,호감이 없진 않아
SPEAKER_1,,어떤 모습에 호감을 느낀 거야?,성해은,긍정,호감,어떤 모습에 호감을 느낀 거야?
SPEAKER_1,,좀 성숙하고 따뜻한 모습?,성해은,positive,warm,성숙하고 따뜻한 모습
SPEAKER_1,,기미는 생각보다 엄청 차가운데 따뜻한 모습만 봤어?,성해은,negative,Relationship,기미는 생각보다 엄청 차가운데 따뜻한 모습만 봤어
SPEAKER_1,,"내가 잘 못 본 건가? 따뜻해 보였어. 웅 잘못 봤을 수도 있고, 음 차가운 모습이면 좀 무뚝뚝한 스타일인가?",성해은,positive,emotion_polarity,따뜻해 보였어
SPEAKER_1,,무뚝뚝하고 표현도 많이 어색하고 서툰 편이지.,None,negative,personality,무뚝뚝하고 표현이 어색하고 서툰 편이지.
SPEAKER_4,,기분이 차가운데?,None,negative,emotion,기분이 차가운데?
SPEAKER_4,,이러는 거예요.,성해은,긍정,연애,성해은과 정규민이 서로에게 호감을 표현하며 대화를 이어가는 상황
SPEAKER_4,,제가 정말 다시 번복하길 바랬나 봐요.,None,negative,Regret,The speaker expresses regret for not being able to change their decision
SPEAKER_1,,그럼 마지막으로 규민이 취향 알려줄 수 있어? 음식이나 영화나 노래 이런 거 마지막쯤에 그게 저는 나연이라고 확신을 했거든요. 왜냐면 채팅룸에서 물어봤었을 때도 규민희 씨가 좋아하는 취향 같은 거 있어? 영화라든지 음악이라든지 그걸 물어봤었어요. 나연이가 근데 이번에도 그 변조된 목소리가 그걸 물어보더라고요. 그래서 나연이구나.,정규민,positive,taste,규민이 취향에 대해 물어봄
SPEAKER_1,,"규민이 취향은 딱히 없고, 규민이가 호불호가 있는 편이 아니라서 기분이 취향이란 게 딱히 없어.",정규민,Neutral,Personal Preference,"규민이 취향은 딱히 없고, 규민이가 호불호가 있는 편이 아니라서 기분이 취향이란 게 딱히 없어."
SPEAKER_1,,그냥 착한 사람 좋아해.,None,Positive,Positive,좋아하는 사람에 대한 긍정적인 감정 표현
SPEAKER_1,,규민이랑 연애할 때 장단점 하나씩 말해줄 수 있어?,정규민,긍정,연애,규민이랑 연애할 때 장점은 규민이가 나를 많이 사랑해준다는 거야. 단점은 규민이가 너무 바빠서 자주 못 만난다는 거야.
SPEAKER_1,,"건강하게 생활하려고 노력하는 편이라서 좋고, 단점은 자존심이 좀 세.",None,positive,self-introduction,"건강하게 생활하려고 노력하는 편이라서 좋고, 단점은 자존심이 좀 세."
SPEAKER_1,,너한테도 자존심을 많이 부렸어?,None,negative,self-deprecation,자존심을 많이 부렸다는 발언
SPEAKER_1,,그런 모습들이 있었지.,성해은,긍정,감정 표현,그런 모습들이 있었지
SPEAKER_1,,오늘 조언해줘서 고마워.,None,긍정,감사,오늘 조언해줘서 고마워
SPEAKER_1,,내일 기대돼.,None,긍정,긍정 감정,내일 기대돼
SPEAKER_1,,잘 못 들었어. 내일 기대될 데이트가 음. 기대돼.,정규민,긍정,데이트,내일 기대되는 데이트에 대한 기대감 표현
SPEAKER_1,,데이트를 한 번 했었을 때보다 더 기대돼?,성해은,긍정,데이트,데이트를 한 번 했었을 때보다 더 기대돼
SPEAKER_9,,네.,None,neutral,response,동의 또는 확인
SPEAKER_9,,어우.. -------------------------------------------- 씬 1 해은 독백,None,중립,독백,해은은 자신의 감정에 대해 고민하고 있다.
SPEAKER_2,,하아.. -패널,None,Neutral,Panel,하아..
SPEAKER_2,,무슨 백분처럼 보는 것 같아 미쳐버리겠다. -패널,None,negative,panel,패널이 백분처럼 보는 것에 대해 불평
SPEAKER_4,,진짜 혜은씨의 마음이 너무 처절하게 느껴져요. -패널,성해은,negative,emotion_polarity,혜은씨의 마음이 처절하게 느껴져요.
SPEAKER_9,,네.,None,neutral,response,동의
SPEAKER_10,,약간 혜윤 님이 오히려 저렇게 방어를 함으로써 그만큼 규민 님이 좋은 사람이라는 걸 느껴서 더 저렇게까지 방어하는 거 보면 정말 좋은 사람이거든요. -패널,정규민,positive,panel,혜윤 님이 규민 님을 방어하는 것은 규민 님이 좋은 사람이라는 것을 보여줍니다.
SPEAKER_0,,그만큼 뺏기기 싫은가?-패널,정규민,부정,패널,뺏기기 싫은가?
SPEAKER_10,,그래서 더 데이트하려고 그런..-패널,None,Neutral,Panel Discussion,Panelists discuss the topic of dating and relationships.
SPEAKER_0,,나연 씨는 알거든 같이 이렇게 술도 먹어가면서 이 사람 어떤 사람인지 알잖아. 우리가 만나가지고 긴 시간 얘기를 하다 보면 근데 현실이 그걸 다 쳐내는 거잖아.-패널,None,Neutral,Panel Discussion,Discussing the importance of getting to know someone through conversations and experiences.
SPEAKER_9,,"도와줘, 너무 절망적이었어요. -해은",성해은,negative,emotion_polarity,해은이 절망적인 감정을 표현함
SPEAKER_1,,또 상대가 나 기대돼 하고 끝났었거든요.-해은,성해은,긍정,감정 표현,상대가 나를 기대한다고 말함
SPEAKER_1,,거기에 슬퍼하고 있는데 또..-해은,성해은,negative,emotion,슬퍼하고 있는데 또..
SPEAKER_1,,그 문자가 와서 진짜 무너졌어요. 마음이 .-해은,성해은,negative,emotion,문자가 와서 마음이 무너졌어요
SPEAKER_1,,두 번째로 문자를 받은 거니까 또 세 번째도 있나 둘 다 했을 것 같아요.-해은,정규민,Positive,Relationship,"해은이 두 번째로 문자를 받았고, 세 번째도 있을 것이라고 기대하는 내용"
